model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,Manufacturer
 Aygo,2018.0,7895.0,Manual,27441.0,Petrol,145.0,68.9,1.0,toyota
 X1,2016.0,18286.0,Semi-Auto,35300.0,Diesel,,57.6,2.0,BMW
 Corsa,2019.0,11090.0,Manual,2000.0,Petrol,145.0,43.5,1.4,vauxhall
 Superb,2018.0,,Semi-Auto,14258.0,Petrol,150.0,53.3,1.4,skoda
 A3,2016.0,16900.0,Semi-Auto,54114.0,Diesel,125.0,57.6,2.0,Audi
 Up,,9799.0,Manual,1489.0,Petrol,145.0,54.3,1.0,volkswagen
 2 Series,2017.0,15998.0,Manual,15926.0,Diesel,150.0,62.8,1.5,BMW
 Astra,2016.0,10298.0,Semi-Auto,21245.0,Petrol,,51.4,1.4,vauxhall
 1 Series,2019.0,17480.0,Semi-Auto,3583.0,Petrol,145.0,55.5,1.5,BMW
 Astra,2018.0,10494.0,Manual,12921.0,Petrol,145.0,52.3,1.4,vauxhall
 Golf,2017.0,12300.0,Manual,33629.0,Petrol,150.0,,1.4,volkswagen
 Octavia,,16440.0,Manual,17325.0,Diesel,30.0,62.8,2.0,skoda
 Focus,2009.0,3690.0,Manual,80000.0,Diesel,,54.3,1.8,ford
 5 Series,2018.0,27980.0,Semi-Auto,5100.0,Diesel,150.0,46.3,2.0,BMW
 3 Series,2014.0,,Manual,67232.0,Diesel,125.0,57.6,2.0,BMW
 Yaris,2017.0,,Manual,,Petrol,,,1.5,toyota
 X1,2016.0,18000.0,Semi-Auto,46354.0,Diesel,125.0,57.6,2.0,BMW
 Mokka X,2019.0,,Manual,19279.0,Petrol,145.0,39.2,1.4,vauxhall
 I10,,6960.0,Manual,10590.0,Petrol,20.0,60.1,1.0,hyundi
 I10,2016.0,5995.0,Manual,,Petrol,20.0,60.1,1.0,hyundi
 3 Series,2016.0,16000.0,Automatic,34383.0,Diesel,30.0,64.2,2.0,BMW
 Q3,,17325.0,Manual,39551.0,Diesel,145.0,52.3,2.0,Audi
 Focus,2015.0,9300.0,Manual,20770.0,Diesel,0.0,74.3,1.5,ford
 Polo,2017.0,11820.0,Automatic,8319.0,Petrol,20.0,60.1,1.2,volkswagen
 Focus,2019.0,15360.0,Manual,,Petrol,,58.9,1.0,ford
 Insignia,2017.0,11995.0,Manual,32050.0,Diesel,145.0,54.3,2.0,vauxhall
 A Class,2015.0,,Semi-Auto,22369.0,Diesel,20.0,68.9,1.5,merc
 Golf,,14999.0,Manual,18212.0,Diesel,20.0,67.3,2.0,volkswagen
 Yaris,2017.0,9998.0,Manual,30241.0,Petrol,145.0,56.5,,toyota
 Fiesta,2017.0,9471.0,Manual,15984.0,Petrol,0.0,65.7,1.0,ford
 Polo,2016.0,10295.0,Manual,30151.0,Petrol,,61.4,1.4,volkswagen
 A Class,2016.0,18290.0,Semi-Auto,,Petrol,160.0,45.6,2.0,merc
 Fiesta,2009.0,3989.0,Manual,88733.0,Petrol,150.0,,1.4,ford
 Polo,2017.0,13490.0,Automatic,,Petrol,145.0,60.1,1.2,volkswagen
 Insignia,,9200.0,Manual,22014.0,Petrol,,53.3,1.4,vauxhall
 Mokka X,2019.0,13925.0,Manual,8722.0,Petrol,145.0,39.2,1.4,vauxhall
 Fiesta,2019.0,14499.0,Manual,8905.0,Petrol,145.0,55.4,1.0,ford
 Mokka X,2018.0,12799.0,Manual,6880.0,Petrol,145.0,47.1,1.4,vauxhall
 Insignia,,11500.0,Manual,30740.0,Diesel,150.0,65.7,0.0,vauxhall
 E Class,2016.0,18999.0,Automatic,,Diesel,20.0,72.4,,merc
 Corsa,2017.0,6750.0,Manual,44012.0,Petrol,,55.4,1.4,vauxhall
 Q3,2017.0,22000.0,Automatic,18000.0,Petrol,,42.2,2.0,Audi
 Polo,2014.0,6765.0,Manual,52304.0,Petrol,20.0,60.1,1.0,volkswagen
 E Class,,25495.0,Semi-Auto,7499.0,Diesel,145.0,67.3,2.0,merc
 Focus,2019.0,25400.0,Manual,6074.0,Diesel,145.0,50.4,2.0,ford
 Up,2018.0,8922.0,Manual,9040.0,Petrol,145.0,68.9,1.0,volkswagen
 Yaris,,13491.0,Manual,3000.0,Petrol,145.0,47.9,1.5,toyota
 Tiguan,,22995.0,Semi-Auto,29987.0,Diesel,160.0,49.6,2.0,volkswagen
 Golf,2019.0,18695.0,Semi-Auto,10232.0,Diesel,145.0,52.3,1.6,volkswagen
 Passat,2015.0,,Manual,80000.0,Diesel,,67.3,2.0,volkswagen
 Golf,2019.0,28895.0,Semi-Auto,,Petrol,,,2.0,volkswagen
 A3,2015.0,,Manual,89060.0,Diesel,30.0,67.3,2.0,Audi
 1 Series,2017.0,13200.0,Manual,17117.0,Petrol,145.0,53.3,1.5,BMW
 GLC Class,2018.0,,Automatic,14517.0,Diesel,145.0,56.5,2.1,merc
 3 Series,,13298.0,Semi-Auto,62655.0,Diesel,30.0,64.2,,BMW
 3 Series,2016.0,13998.0,Manual,47274.0,Petrol,200.0,41.5,2.0,BMW
 Corsa,2016.0,,Manual,31247.0,Petrol,30.0,55.4,,vauxhall
 Golf,2019.0,18990.0,Manual,,Petrol,145.0,49.6,1.5,volkswagen
 A Class,2014.0,10759.0,Automatic,,Diesel,20.0,70.6,1.5,merc
 Golf,2017.0,11590.0,Manual,32614.0,Diesel,0.0,74.3,1.6,volkswagen
 C Class,2014.0,15498.0,Semi-Auto,23772.0,Diesel,20.0,64.2,2.1,merc
 Fiesta,2015.0,9300.0,Manual,33259.0,Diesel,0.0,78.5,1.5,ford
 Golf,2015.0,9999.0,Manual,28863.0,Diesel,0.0,74.3,1.6,volkswagen
 Mokka,2016.0,8495.0,Manual,,Petrol,200.0,42.2,1.4,vauxhall
 Kuga,2018.0,17775.0,Semi-Auto,14840.0,Diesel,145.0,58.9,1.5,ford
 Octavia,2019.0,21690.0,Semi-Auto,,Petrol,150.0,37.7,2.0,skoda
 Mokka X,2019.0,15994.0,Semi-Auto,716.0,Petrol,145.0,,1.4,vauxhall
 Passat,2017.0,13661.0,Manual,31632.0,Diesel,20.0,68.9,2.0,volkswagen
 Tucson,,15498.0,Manual,13684.0,Petrol,145.0,34.9,1.6,hyundi
 A3,2018.0,20960.0,Semi-Auto,15414.0,Petrol,145.0,56.5,1.5,Audi
 Fiesta,2018.0,9800.0,Manual,11468.0,Petrol,145.0,64.2,1.1,ford
 A6,2017.0,17920.0,Manual,59022.0,Diesel,145.0,61.4,2.0,Audi
 Focus,2017.0,,Manual,30312.0,Diesel,20.0,,2.0,ford
 Focus,2018.0,18787.0,Manual,,Petrol,145.0,41.5,2.0,ford
 Polo,2016.0,9950.0,Manual,30438.0,Petrol,20.0,,1.2,volkswagen
 A Class,,16850.0,Semi-Auto,,Diesel,20.0,67.3,2.1,merc
 Mokka X,2019.0,12300.0,Manual,14705.0,Petrol,145.0,39.2,1.4,vauxhall
 Insignia,2018.0,15490.0,Manual,16829.0,Petrol,,47.1,1.5,vauxhall
 2 Series,2019.0,,Manual,110.0,Petrol,145.0,42.8,1.5,BMW
 Fiesta,2017.0,8250.0,Manual,32994.0,Petrol,145.0,,1.1,ford
 Golf,2006.0,2891.0,Manual,73566.0,Petrol,205.0,41.5,1.6,volkswagen
 Fiesta,2015.0,6450.0,Manual,,Petrol,0.0,65.7,1.0,ford
 Golf,2016.0,10298.0,Manual,,Diesel,0.0,,,volkswagen
 GLA Class,2019.0,21750.0,Semi-Auto,6586.0,Petrol,,,1.6,merc
 Octavia,2019.0,,Automatic,3277.0,Diesel,145.0,72.4,,skoda
 Tiguan,2015.0,15991.0,Semi-Auto,26329.0,Petrol,300.0,32.8,2.0,volkswagen
 Q3,2017.0,17498.0,Manual,21225.0,Petrol,,51.4,1.4,Audi
 I10,2016.0,6689.0,Manual,29200.0,Petrol,30.0,57.6,,hyundi
 Polo,2018.0,,Semi-Auto,21087.0,Petrol,145.0,58.9,1.0,volkswagen
 Fiesta,2018.0,11491.0,Manual,15341.0,Petrol,,65.7,1.0,ford
 Yaris,2018.0,13499.0,Automatic,15413.0,Petrol,145.0,60.1,1.5,toyota
 Astra,,7190.0,Manual,47641.0,Petrol,,65.7,1.0,vauxhall
 Focus,2015.0,13549.0,Manual,42322.0,Diesel,20.0,,2.0,ford
 Kuga,2015.0,13500.0,Manual,39578.0,Diesel,150.0,54.3,2.0,ford
 A4,2018.0,18490.0,Semi-Auto,17012.0,Petrol,145.0,51.4,1.4,Audi
 Golf,2019.0,19495.0,Semi-Auto,4823.0,Petrol,,45.6,1.5,volkswagen
 A Class,,18012.0,Semi-Auto,27999.0,Diesel,20.0,67.3,,merc
 Aygo,2017.0,9295.0,Semi-Auto,21000.0,Petrol,150.0,,1.0,toyota
 Aygo,2019.0,6999.0,Manual,2738.0,Petrol,145.0,56.5,1.0,toyota
 Q3,2015.0,17750.0,Manual,32000.0,Diesel,150.0,52.3,2.0,Audi
 Fiesta,2018.0,10070.0,Manual,12180.0,Petrol,145.0,65.7,1.0,ford
 Polo,,16790.0,Manual,4000.0,Petrol,145.0,,1.0,volkswagen
 Golf,2018.0,12940.0,Manual,40958.0,Diesel,150.0,61.4,1.6,volkswagen
 E Class,2018.0,21799.0,Semi-Auto,19886.0,Diesel,145.0,72.4,,merc
 Focus,2017.0,12369.0,Manual,17028.0,Petrol,145.0,57.7,,ford
 C Class,2019.0,,Automatic,,Petrol,145.0,45.6,1.5,merc
 C Class,2019.0,30840.0,Semi-Auto,7532.0,Petrol,145.0,42.2,2.0,merc
 2 Series,2015.0,,Automatic,29867.0,Diesel,30.0,68.9,2.0,BMW
 A4,2019.0,,Automatic,9000.0,Diesel,145.0,47.9,2.0,Audi
 Q5,2019.0,45000.0,Automatic,4920.0,Hybrid,135.0,117.7,2.0,Audi
 Insignia,2016.0,,Automatic,60500.0,Diesel,150.0,51.4,2.0,vauxhall
 Fiesta,2019.0,11700.0,Manual,16862.0,Petrol,145.0,60.1,1.0,ford
 2 Series,2019.0,23998.0,Semi-Auto,2318.0,Petrol,145.0,,2.0,BMW
 C Class,,16449.0,Automatic,27268.0,Diesel,30.0,64.2,2.1,merc
 Fiesta,2018.0,10397.0,Manual,7101.0,Petrol,145.0,64.2,1.1,ford
 Golf,2019.0,13590.0,Manual,12235.0,Diesel,,56.5,1.6,volkswagen
 5 Series,2019.0,28991.0,Semi-Auto,4636.0,Petrol,145.0,50.4,2.0,BMW
 Corsa,2015.0,7495.0,Manual,25936.0,Petrol,,54.3,1.4,vauxhall
 Q2,2018.0,20000.0,Manual,12167.0,Petrol,150.0,50.4,1.4,Audi
 Q3,2019.0,,Automatic,5000.0,Petrol,150.0,31.0,2.0,Audi
 C Class,2015.0,15790.0,Semi-Auto,19830.0,Petrol,125.0,50.4,,merc
 Astra,2017.0,8430.0,Manual,16229.0,Petrol,,,1.4,vauxhall
 Polo,2017.0,12991.0,Semi-Auto,,Petrol,150.0,60.1,1.2,volkswagen
 I10,2018.0,7800.0,Manual,17397.0,Petrol,,60.1,0.0,hyundi
 E Class,2019.0,42199.0,Semi-Auto,,Diesel,145.0,47.1,3.0,merc
 Polo,2017.0,9998.0,Manual,23500.0,Petrol,150.0,60.1,1.2,volkswagen
 Kuga,2018.0,17970.0,Manual,,Diesel,145.0,60.1,2.0,ford
 2 Series,2018.0,16980.0,Manual,,Diesel,150.0,64.2,2.0,BMW
 Corsa,2018.0,7945.0,Manual,34309.0,Petrol,145.0,54.3,1.4,vauxhall
 Octavia,2019.0,19990.0,Automatic,7220.0,Diesel,145.0,45.6,2.0,skoda
 Corsa,2019.0,10399.0,Manual,12342.0,Petrol,145.0,43.5,1.4,vauxhall
 Fiesta,,9498.0,Manual,30925.0,Petrol,145.0,65.7,1.0,ford
 Q2,2018.0,,Manual,31612.0,Diesel,150.0,64.2,,Audi
 3 Series,2019.0,24898.0,Semi-Auto,13125.0,Diesel,145.0,,2.0,BMW
 A1,2019.0,22000.0,Semi-Auto,,Petrol,145.0,40.9,2.0,Audi
 Octavia,2016.0,7500.0,Automatic,91200.0,Diesel,,74.3,1.6,skoda
 EcoSport,2017.0,9620.0,Manual,22431.0,Petrol,145.0,53.3,1.0,ford
 Focus,,,Manual,130.0,Petrol,145.0,58.9,1.0,ford
 Passat,2016.0,12400.0,Manual,55212.0,Diesel,,68.9,,volkswagen
 Tucson,2017.0,14498.0,Manual,,Diesel,150.0,61.7,1.7,hyundi
 Kuga,2017.0,12950.0,Manual,,Diesel,145.0,,2.0,ford
 Yaris,2016.0,11880.0,Automatic,31590.0,Hybrid,0.0,78.0,1.5,toyota
 Tucson,2018.0,15190.0,Manual,20000.0,Diesel,150.0,,1.7,hyundi
 Aygo,2017.0,8795.0,Manual,8285.0,Petrol,145.0,68.9,1.0,toyota
 Fabia,2018.0,6995.0,Manual,33219.0,Petrol,145.0,,1.0,skoda
 Fiesta,2019.0,12000.0,Manual,50.0,Petrol,,,1.0,ford
 2 Series,2018.0,18000.0,Semi-Auto,13174.0,Diesel,145.0,,2.0,BMW
 Fiesta,2018.0,11169.0,Manual,9267.0,Petrol,145.0,65.7,1.0,ford
 3 Series,2006.0,2500.0,Manual,105000.0,Petrol,240.0,38.7,2.0,BMW
 Mokka X,2018.0,12850.0,Manual,10480.0,Petrol,,42.2,,vauxhall
 Fiesta,2020.0,16300.0,Manual,,Petrol,,56.5,1.0,ford
 Fiesta,2017.0,8990.0,Manual,30099.0,Petrol,150.0,,1.0,ford
 Tiguan,2019.0,22490.0,Manual,,Petrol,145.0,38.2,1.5,volkswagen
 1 Series,2019.0,24280.0,Manual,1947.0,Petrol,145.0,41.5,1.5,BMW
 Aygo,,,Manual,15172.0,Petrol,0.0,69.0,1.0,toyota
 Focus,,,Manual,12378.0,Petrol,,60.1,1.0,ford
 C Class,2019.0,,Automatic,,Diesel,145.0,57.7,2.0,merc
 GLC Class,,43199.0,Automatic,12704.0,Diesel,145.0,40.4,2.0,merc
 Tiguan,2017.0,15995.0,Manual,44680.0,Diesel,125.0,,,volkswagen
 Insignia,2015.0,7499.0,Manual,35562.0,Diesel,20.0,72.4,1.6,vauxhall
 A Class,2016.0,15199.0,Manual,29850.0,Diesel,20.0,68.9,1.5,merc
 Fabia,2018.0,7995.0,Manual,14301.0,Petrol,145.0,,1.0,skoda
 Fiesta,2018.0,,Manual,13992.0,Petrol,145.0,56.5,1.0,ford
 Q5,2016.0,30000.0,Semi-Auto,,Diesel,235.0,42.2,3.0,Audi
 A3,2016.0,12900.0,Manual,58161.0,Petrol,,57.6,1.4,Audi
 Fiesta,2019.0,11799.0,Manual,4126.0,Petrol,145.0,58.9,1.0,ford
 Focus,2017.0,11950.0,Semi-Auto,12739.0,Petrol,125.0,51.4,,ford
 A1,2017.0,11295.0,Manual,26791.0,Petrol,145.0,67.3,1.0,Audi
 Fiesta,2019.0,11495.0,Manual,9284.0,Petrol,150.0,55.4,,ford
 Corsa,2017.0,7399.0,Manual,,Petrol,30.0,55.4,1.4,vauxhall
 Up,2020.0,,Manual,1000.0,Petrol,145.0,50.4,1.0,volkswagen
 Fiesta,2016.0,8698.0,Manual,16353.0,Petrol,0.0,,,ford
 1 Series,2016.0,8990.0,Manual,45000.0,Diesel,20.0,72.4,1.5,BMW
 Yaris,2018.0,13995.0,Automatic,14202.0,Hybrid,135.0,76.3,,toyota
 Fiesta,2013.0,6498.0,Semi-Auto,,Petrol,150.0,,,ford
 Focus,2015.0,7995.0,Manual,51000.0,Petrol,20.0,60.1,1.0,ford
 GLA Class,2019.0,25799.0,Semi-Auto,11910.0,Diesel,145.0,56.5,2.1,merc
 Fiesta,2018.0,10000.0,Manual,4352.0,Petrol,145.0,64.2,1.1,ford
 Focus,2015.0,9400.0,Manual,10414.0,Petrol,20.0,,1.0,ford
 3 Series,2019.0,26480.0,Semi-Auto,,Diesel,150.0,52.3,2.0,BMW
 Corsa,2019.0,8800.0,Manual,11629.0,Petrol,,43.5,0.0,vauxhall
 Q5,2014.0,18420.0,Automatic,95001.0,Diesel,260.0,41.5,3.0,Audi
 Fiesta,2018.0,,Manual,13547.0,Petrol,150.0,65.7,1.0,ford
 Corsa,2017.0,7498.0,Manual,27551.0,Petrol,30.0,54.3,1.4,vauxhall
 Fiesta,,,Manual,60351.0,Petrol,,54.3,,ford
 A4,2017.0,14298.0,Manual,57161.0,Diesel,20.0,70.6,2.0,Audi
 Mokka X,2017.0,11498.0,Manual,22832.0,Petrol,145.0,47.1,1.4,vauxhall
 Polo,2020.0,,Semi-Auto,500.0,Petrol,145.0,46.3,1.0,volkswagen
 Focus,2017.0,,Manual,,Petrol,20.0,61.4,,ford
 A3,2016.0,11499.0,Manual,30836.0,Petrol,,53.3,,Audi
 E Class,2014.0,14490.0,Automatic,29000.0,Diesel,160.0,49.6,,merc
 Octavia,2019.0,,Automatic,5076.0,Petrol,145.0,44.1,1.5,skoda
 Corsa,2016.0,6700.0,Manual,37152.0,Petrol,30.0,55.4,1.4,vauxhall
 Aygo,2016.0,6430.0,Manual,26201.0,Petrol,0.0,,1.0,toyota
 X1,2016.0,18498.0,Semi-Auto,28813.0,Diesel,145.0,55.4,2.0,BMW
 C Class,2019.0,30444.0,Automatic,3360.0,Diesel,,54.3,1.6,merc
 5 Series,,6980.0,Automatic,164500.0,Diesel,140.0,53.3,2.0,BMW
 Polo,2016.0,12495.0,Semi-Auto,8695.0,Petrol,20.0,60.1,1.2,volkswagen
 Fiesta,2018.0,9627.0,Manual,25940.0,Petrol,145.0,56.5,1.0,ford
 4 Series,2016.0,18998.0,Semi-Auto,20151.0,Diesel,,53.3,3.0,BMW
 Polo,,10491.0,Manual,13757.0,Petrol,,60.1,1.0,volkswagen
 Golf,2019.0,21950.0,Semi-Auto,6904.0,Petrol,145.0,,1.5,volkswagen
 Focus,,17499.0,Manual,8140.0,Petrol,150.0,60.1,,ford
 Fiesta,2019.0,16499.0,Manual,9751.0,Petrol,,55.4,,ford
 Astra,2016.0,10508.0,Semi-Auto,,Diesel,,61.4,1.6,vauxhall
 Q5,2015.0,,Semi-Auto,29820.0,Diesel,235.0,42.8,3.0,Audi
 A1,,,Semi-Auto,8965.0,Petrol,30.0,70.6,1.4,Audi
 Aygo,,8495.0,Manual,,Petrol,145.0,68.9,,toyota
 Octavia,2017.0,13950.0,Semi-Auto,12679.0,Petrol,145.0,57.7,1.4,skoda
 E Class,,21498.0,Semi-Auto,20636.0,Diesel,160.0,52.3,3.0,merc
 Focus,2019.0,19000.0,Manual,4753.0,Petrol,145.0,60.1,1.0,ford
 Octavia,2019.0,14950.0,Semi-Auto,11566.0,Petrol,145.0,47.1,,skoda
 C Class,,18660.0,Semi-Auto,23257.0,Diesel,145.0,,2.1,merc
 Superb,2012.0,5740.0,Automatic,85000.0,Petrol,240.0,38.7,1.8,skoda
 Astra,2020.0,16998.0,Manual,10.0,Petrol,145.0,54.3,1.2,vauxhall
 2 Series,2019.0,,Semi-Auto,,Petrol,145.0,47.9,2.0,BMW
 Superb,2016.0,13995.0,Semi-Auto,,Petrol,160.0,45.6,2.0,skoda
 Golf,,,Manual,10191.0,Petrol,30.0,53.3,1.4,volkswagen
 Polo,2017.0,10300.0,Manual,31547.0,Petrol,145.0,65.7,1.0,volkswagen
 Golf,2017.0,14300.0,Semi-Auto,14769.0,Petrol,0.0,65.7,1.0,volkswagen
 GLA Class,2016.0,,Semi-Auto,32040.0,Diesel,,56.5,,merc
 Kuga,2015.0,12950.0,Manual,,Petrol,160.0,45.6,1.5,ford
 Q3,,16700.0,Semi-Auto,32103.0,Petrol,150.0,47.9,1.4,Audi
 Corsa,2017.0,9499.0,Manual,,Petrol,145.0,,1.4,vauxhall
 Octavia,2017.0,15699.0,Automatic,40000.0,Diesel,150.0,55.4,2.0,skoda
 Corsa,2016.0,6801.0,Manual,30224.0,Petrol,30.0,,,vauxhall
 Fiesta,2018.0,12124.0,Automatic,11000.0,Petrol,145.0,,0.0,ford
 A Class,2017.0,,Manual,21125.0,Diesel,145.0,72.4,1.5,merc
 EcoSport,2016.0,9990.0,Manual,21743.0,Petrol,125.0,53.3,1.0,ford
 Corsa,2017.0,6995.0,Manual,15000.0,Petrol,145.0,55.4,1.4,vauxhall
 Focus,2018.0,12990.0,Manual,20425.0,Petrol,150.0,,1.0,ford
 A4,2017.0,,Manual,12993.0,Petrol,,51.4,1.4,Audi
 Q3,2019.0,27490.0,Automatic,5831.0,Diesel,145.0,47.1,2.0,Audi
 Fiesta,2016.0,7999.0,Manual,13455.0,Diesel,0.0,78.5,,ford
 Golf,2019.0,19990.0,Automatic,,Petrol,,44.8,1.5,volkswagen
 Corsa,2019.0,9000.0,Manual,22000.0,Petrol,145.0,43.5,1.4,vauxhall
 A1,2015.0,12798.0,Manual,26811.0,Petrol,30.0,58.9,,Audi
 Mokka,2018.0,13000.0,Manual,,Petrol,145.0,39.2,1.4,vauxhall
 Golf,2017.0,9950.0,Manual,26657.0,Petrol,30.0,57.6,1.2,volkswagen
 Polo,2017.0,,Manual,53574.0,Petrol,20.0,60.1,1.2,volkswagen
 Focus,2018.0,19450.0,Manual,12250.0,Petrol,145.0,41.5,2.0,ford
 Focus,2019.0,,Manual,4417.0,Petrol,145.0,,1.0,ford
 Golf,2014.0,,Manual,70123.0,Diesel,0.0,88.3,1.6,volkswagen
 3 Series,2017.0,,Semi-Auto,42114.0,Petrol,125.0,51.4,1.5,BMW
 Astra,2016.0,10800.0,Manual,17617.0,Petrol,125.0,51.4,,vauxhall
 A1,2019.0,22490.0,Semi-Auto,,Petrol,150.0,44.8,1.5,Audi
 A6,2016.0,,Automatic,,Diesel,145.0,,3.0,Audi
 Mokka,2014.0,,Manual,25911.0,Petrol,200.0,43.5,,vauxhall
 Focus,2016.0,10795.0,Manual,16300.0,Petrol,20.0,60.1,1.0,ford
 A4,2019.0,43990.0,Automatic,6500.0,Diesel,145.0,39.2,3.0,Audi
 Golf,2017.0,14995.0,Manual,16499.0,Diesel,150.0,,2.0,volkswagen
 Focus,,6495.0,Manual,,Petrol,20.0,,1.0,ford
 Octavia,2013.0,8990.0,Manual,45500.0,Petrol,125.0,53.3,,skoda
 Kuga,2019.0,,Manual,10042.0,Diesel,145.0,,2.0,ford
 Tiguan,2016.0,15989.0,Manual,22800.0,Diesel,125.0,58.9,2.0,volkswagen
 Mokka X,2019.0,14500.0,Manual,8331.0,Petrol,145.0,39.2,1.4,vauxhall
 I10,2018.0,8250.0,Manual,,Petrol,145.0,60.1,1.0,hyundi
 Superb,2019.0,26995.0,Semi-Auto,,Diesel,145.0,,2.0,skoda
 1 Series,2016.0,19490.0,Manual,10.0,Diesel,20.0,72.4,1.5,BMW
 Fabia,2018.0,13425.0,Semi-Auto,5000.0,Petrol,145.0,60.1,1.0,skoda
 2 Series,2019.0,,Automatic,6679.0,Petrol,,47.9,2.0,BMW
 Golf,2018.0,25475.0,Automatic,,Petrol,145.0,,2.0,volkswagen
 Focus,2019.0,19500.0,Automatic,,Diesel,145.0,,1.5,ford
 Yaris,2018.0,11995.0,Automatic,10512.0,Petrol,145.0,60.1,1.5,toyota
 Aygo,2017.0,8500.0,Automatic,3620.0,Petrol,145.0,67.0,1.0,toyota
 Fiesta,2016.0,9475.0,Semi-Auto,20761.0,Petrol,,57.7,1.0,ford
 E Class,2017.0,19490.0,Automatic,57000.0,Diesel,,65.7,2.0,merc
 Yaris,2018.0,7600.0,Manual,70167.0,Petrol,145.0,58.9,1.5,toyota
 Passat,2019.0,19762.0,Semi-Auto,,Petrol,145.0,,1.5,volkswagen
 C Class,2017.0,18998.0,Semi-Auto,,Diesel,30.0,64.2,2.1,merc
 Fiesta,2004.0,,Manual,111000.0,Petrol,,45.6,1.2,ford
 4 Series,,17940.0,Automatic,27069.0,Petrol,165.0,45.6,2.0,BMW
 Fiesta,2019.0,16599.0,Semi-Auto,4803.0,Petrol,145.0,48.7,1.0,ford
 Corsa,2018.0,7840.0,Manual,14486.0,Petrol,145.0,55.4,1.4,vauxhall
 Fiesta,2015.0,6531.0,Manual,,Petrol,0.0,65.7,1.0,ford
 5 Series,2019.0,34995.0,Automatic,,Diesel,145.0,60.1,3.0,BMW
 Astra,2017.0,9295.0,Manual,16820.0,Petrol,125.0,51.4,1.4,vauxhall
 Kuga,2015.0,9498.0,Manual,,Diesel,145.0,54.3,2.0,ford
 Focus,2018.0,12299.0,Manual,19850.0,Petrol,145.0,60.1,1.0,ford
 Octavia,2019.0,,Automatic,,Petrol,150.0,35.8,2.0,skoda
 Fiesta,2016.0,7495.0,Manual,33383.0,Petrol,,,1.2,ford
 C Class,2019.0,30995.0,Semi-Auto,,Petrol,145.0,44.1,,merc
 Golf,2019.0,18395.0,Automatic,7220.0,Petrol,150.0,43.5,1.5,volkswagen
 Astra,2015.0,6791.0,Manual,39667.0,Diesel,30.0,,2.0,vauxhall
 Kuga,2016.0,12795.0,Semi-Auto,52051.0,Diesel,145.0,52.3,2.0,ford
 1 Series,2017.0,17500.0,Automatic,9020.0,Diesel,150.0,,,BMW
 1 Series,2017.0,16498.0,Manual,16706.0,Diesel,,62.8,2.0,BMW
 Aygo,2018.0,8761.0,Manual,5342.0,Petrol,145.0,,1.0,toyota
 C Class,2017.0,15999.0,Automatic,24518.0,Diesel,145.0,65.7,2.1,merc
 A3,2017.0,13400.0,Manual,25457.0,Diesel,150.0,68.9,,Audi
 Fiesta,2017.0,,Manual,23300.0,Petrol,125.0,54.3,1.2,ford
 Astra,2017.0,8000.0,Manual,45922.0,Diesel,,78.5,1.6,vauxhall
 Focus,2017.0,16000.0,Manual,20283.0,Diesel,145.0,67.3,2.0,ford
 Golf,2019.0,,Automatic,11343.0,Petrol,145.0,44.8,2.0,volkswagen
 Fiesta,2018.0,11240.0,Manual,15669.0,Petrol,145.0,65.7,1.0,ford
 GLA Class,2019.0,23780.0,Semi-Auto,,Diesel,145.0,67.3,2.1,merc
 Golf,2015.0,20000.0,Automatic,29706.0,Petrol,200.0,39.8,2.0,volkswagen
 Fiesta,2019.0,12995.0,Manual,9597.0,Petrol,150.0,58.9,1.0,ford
 Fabia,2016.0,7995.0,Manual,41662.0,Petrol,20.0,60.1,,skoda
 Tiguan,2018.0,27494.0,Automatic,15843.0,Diesel,150.0,,2.0,volkswagen
 A6,2017.0,29950.0,Semi-Auto,29600.0,Diesel,,44.1,3.0,Audi
 Astra,2017.0,11600.0,Automatic,,Petrol,125.0,50.4,1.4,vauxhall
 Q3,2016.0,17498.0,Semi-Auto,32971.0,Diesel,145.0,51.4,2.0,Audi
 Kuga,2019.0,21490.0,Semi-Auto,7561.0,Diesel,145.0,37.2,,ford
 Focus,2017.0,17197.0,Manual,22093.0,Diesel,145.0,67.3,,ford
 1 Series,2013.0,9995.0,Manual,59995.0,Diesel,30.0,62.8,2.0,BMW
 Tiguan,2019.0,,Manual,14693.0,Petrol,145.0,40.9,1.5,volkswagen
 Golf,2015.0,16998.0,Manual,41427.0,Petrol,200.0,,2.0,volkswagen
 Octavia,,9495.0,Manual,,Diesel,20.0,70.6,2.0,skoda
 Octavia,2017.0,9495.0,Manual,43457.0,Petrol,30.0,55.4,1.4,skoda
 3 Series,2016.0,16899.0,Automatic,30803.0,Hybrid,,134.5,,BMW
 Fabia,2019.0,11250.0,Manual,3684.0,Petrol,145.0,51.4,1.0,skoda
 5 Series,2019.0,27440.0,Semi-Auto,,Diesel,145.0,,2.0,BMW
 Mokka X,2017.0,10995.0,Manual,11110.0,Petrol,200.0,42.2,1.6,vauxhall
 E Class,2018.0,22299.0,Semi-Auto,17571.0,Diesel,145.0,,2.0,merc
 Yaris,2014.0,,Semi-Auto,41013.0,Petrol,30.0,55.4,1.3,toyota
 A5,2014.0,12240.0,Semi-Auto,65555.0,Diesel,,,2.0,Audi
 Mokka X,2016.0,12990.0,Automatic,9000.0,Petrol,160.0,43.5,1.4,vauxhall
